congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
118,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956.0,,0.434,0.293,-136.53113,0.86652,953,56,,0.459,0.352
118,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967.0,,0.546,0.258,-95.02806,0.90528,955,49,,0.505,0.083
118,House,15448,71,11,CA,100,,,"PELOSI, Nancy",P000197,1940.0,,-0.49,-0.185,-35.86042,0.95985,875,15,,-0.57,0.237
118,House,20104,71,30,CA,100,,,"SCHIFF, Adam",S001150,1960.0,,-0.35,-0.121,-45.3486,0.95256,933,21,,-0.368,0.036
118,House,20107,71,48,CA,200,,,"ISSA, Darrell",I000056,1953.0,,0.481,0.008,-136.13378,0.8641,932,61,,0.444,0.046
118,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969.0,,-0.508,-0.13,-42.11033,0.95651,947,20,,-0.529,-0.048
118,House,20501,71,21,CA,100,,,"COSTA, Jim",C001059,1952.0,,-0.197,0.453,-120.75162,0.87522,906,54,,-0.302,0.612
118,House,20538,71,7,CA,100,,,"MATSUI, Doris",M001163,1944.0,,-0.434,-0.144,-36.20035,0.96178,929,12,,-0.42,-0.06
118,House,20703,71,20,CA,200,,,"MCCARTHY, Kevin",M001165,1965.0,,0.453,0.233,-71.46574,0.82262,366,36,,0.381,0.07
118,House,20903,71,5,CA,200,,,"McCLINTOCK, Tom",M001177,1956.0,,0.679,-0.377,-218.88145,0.79305,944,86,,0.567,-0.38
118,House,20955,71,28,CA,100,,,"CHU, Judy",C001080,1953.0,,-0.483,-0.376,-41.94776,0.95649,943,16,,-0.4,-0.44
118,House,20958,71,8,CA,100,,,"GARAMENDI, John",G000559,1945.0,,-0.312,-0.096,-84.92046,0.91146,916,29,,-0.39,-0.0
118,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960.0,,0.54,0.009,-110.96915,0.88351,896,51,,0.577,-0.006
118,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964.0,,-0.43,-0.51,-66.5025,0.93077,927,26,,-0.436,-0.452
118,House,21304,71,6,CA,100,,,"BERA, Ami",B001287,1965.0,,-0.244,0.016,-65.40648,0.9338,955,26,,-0.369,0.169
118,House,21306,71,14,CA,100,,,"SWALWELL, Eric",S001193,1980.0,,-0.361,-0.054,-55.381,0.93901,880,27,,-0.369,0.207
118,House,21307,71,22,CA,200,,,"VALADAO, David G.",V000129,1977.0,,0.258,0.434,-65.05297,0.93341,944,23,,0.278,0.669
118,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952.0,,-0.299,0.058,-43.60079,0.95514,950,16,,-0.451,0.212
118,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963.0,,-0.389,-0.041,-66.23804,0.93147,933,33,,-0.496,-0.228
118,House,21311,71,25,CA,100,,,"RUIZ, Raul",R000599,1972.0,,-0.255,0.048,-65.14247,0.93386,952,29,,-0.383,0.095
118,House,21312,71,39,CA,100,,,"TAKANO, Mark",T000472,1960.0,,-0.46,-0.32,-53.82648,0.94497,951,21,,-0.421,-0.495
118,House,21314,71,52,CA,100,,,"VARGAS, Juan",V000130,1961.0,,-0.396,0.019,-75.56845,0.92354,950,35,,-0.349,-0.294
118,House,21315,71,50,CA,100,,,"PETERS, Scott",P000608,1958.0,,-0.191,-0.028,-76.3372,0.92248,946,34,,-0.296,0.081
118,House,21504,71,10,CA,100,,,"DESAULNIER, Mark James",D000623,1952.0,,-0.515,-0.37,-46.49017,0.95159,937,22,,-0.427,-0.419
118,House,21506,71,33,CA,100,,,"AGUILAR, Peter Rey",A000371,1979.0,,-0.316,0.141,-54.09543,0.94504,957,24,,-0.522,0.294
118,House,21507,71,36,CA,100,,,"LIEU, Ted",L000582,1969.0,,-0.37,-0.215,-62.53072,0.93524,934,27,,-0.353,-0.146
118,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965.0,,-0.369,0.062,-48.25934,0.95052,951,14,,-0.402,0.129
118,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976.0,,-0.501,-0.106,-51.63876,0.94677,944,26,,-0.441,-0.27
118,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964.0,,-0.318,0.111,-42.2097,0.95672,954,12,,-0.419,0.245
118,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958.0,,-0.279,0.16,-118.40464,0.87936,921,51,,-0.289,-0.043
118,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976.0,,-0.482,-0.304,-65.47967,0.9334,950,28,,-0.327,-0.411
118,House,21740,71,19,CA,100,,,"PANETTA, James Varni",P000613,1969.0,,-0.291,0.158,-89.51292,0.91062,956,35,,-0.277,0.289
118,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974.0,,-0.549,-0.273,-58.27655,0.93957,935,29,,-0.479,-0.372
118,House,21930,71,9,CA,100,,,"HARDER, Josh",H001090,1986.0,,-0.327,0.539,-79.74174,0.9185,938,31,,-0.28,0.388
118,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978.0,,-0.327,0.17,-74.70327,0.92506,959,33,,-0.3,0.112
118,House,21954,71,47,CA,100,,,"PORTER, Katie",P000618,1974.0,,-0.232,-0.329,-71.73345,0.92155,878,26,,-0.373,-0.414
118,House,21988,71,27,CA,200,,,"GARCIA, Mike",G000061,1976.0,,0.359,0.082,-163.0866,0.84301,955,66,,0.352,0.063
118,House,22126,71,51,CA,100,,,"JACOBS, Sara",J000305,1989.0,,-0.389,-0.449,-42.99195,0.95501,934,18,,-0.417,-0.444
118,House,22129,71,40,CA,200,,,"KIM, Young",K000397,1962.0,,0.258,0.371,-88.52389,0.91094,949,35,,0.258,0.473
118,House,22145,71,23,CA,200,,,"OBERNOLTE, Jay",O000019,1970.0,,0.317,0.258,-142.8068,0.86057,951,43,,0.307,0.242
118,House,22152,71,45,CA,200,,,"STEEL, Michelle",S001135,1955.0,,0.36,0.328,-123.62978,0.87857,955,40,,0.371,0.354
118,House,22317,71,13,CA,200,,,"DUARTE, John",D000633,1966.0,,0.343,0.013,-182.74763,0.82517,951,68,,0.352,0.011
118,House,22323,71,42,CA,100,,,"GARCIA, Robert",G000598,1977.0,,-0.384,-0.623,-51.34755,0.94525,912,18,,-0.384,-0.624
118,House,22333,71,37,CA,100,,,"KAMLAGER-DOVE, Sydney",K000400,1972.0,,-0.55,-0.466,-48.95475,0.94861,928,23,,-0.552,-0.462
118,House,22336,71,3,CA,200,,,"KILEY, Kevin",K000401,1985.0,,0.258,0.442,-79.33409,0.92052,958,30,,0.255,0.424
118,House,22354,71,15,CA,100,,,"MULLIN, Kevin",M001225,1970.0,,-0.479,-0.042,-38.10069,0.959,910,13,,-0.473,-0.05
118,House,22378,71,20,CA,200,,,"FONG, Vince",F000480,,,0.457,0.889,-6.5858,0.93564,99,2,,0.57,0.822
118,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938.0,,-0.655,-0.092,-65.6586,0.93169,928,31,,-0.504,-0.404
118,House,29312,71,16,CA,100,,,"ESHOO, Anna Georges",E000215,1942.0,,-0.379,-0.377,-71.42855,0.9275,949,32,,-0.412,0.083
118,House,29323,71,41,CA,200,,,"CALVERT, Ken",C000059,1953.0,,0.341,0.27,-83.34176,0.91676,959,25,,0.34,0.713
118,House,29504,71,18,CA,100,,,"LOFGREN, Zoe",L000397,1947.0,,-0.398,-0.412,-80.47059,0.91607,918,31,,-0.307,-0.31
118,House,29707,71,32,CA,100,,,"SHERMAN, Brad",S000344,1954.0,,-0.343,-0.136,-62.85267,0.93578,947,26,,-0.384,-0.027
118,House,29778,71,12,CA,100,,,"LEE, Barbara",L000551,1946.0,,-0.676,-0.581,-44.57247,0.95245,915,19,,-0.502,-0.675
118,House,29901,71,4,CA,100,,,"THOMPSON, Michael",T000460,1951.0,,-0.394,0.069,-54.25929,0.94488,957,21,,-0.378,0.145
118,House,29903,71,31,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936.0,,-0.448,-0.249,-34.23798,0.96307,910,14,,-0.458,-0.248
118,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954.0,,0.665,0.26,-94.98913,0.90456,947,45,,0.707,0.477
118,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959.0,,0.655,-0.432,-370.28315,0.58697,695,104,,0.413,-0.458
118,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979.0,,-0.332,0.199,-51.89117,0.94673,948,20,,-0.441,0.09
118,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984.0,,-0.42,-0.111,-33.24865,0.96592,959,14,,-0.458,0.108
118,House,22103,62,3,CO,200,,,"BOEBERT, Lauren",B000825,1986.0,,0.743,-0.496,-104.12196,0.89143,906,47,,0.673,-0.471
118,House,22306,62,8,CO,100,,,"CARAVEO, Yadira",C001134,1980.0,,-0.261,0.585,-86.261,0.91187,935,35,,-0.26,0.576
118,House,22359,62,7,CO,100,,,"PETTERSEN, Brittany",P000620,1981.0,,-0.355,0.311,-44.76112,0.95416,954,20,,-0.354,0.282
118,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957.0,,-0.43,-0.308,-39.24491,0.95953,950,15,,-0.401,-0.327
118,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953.0,,-0.34,0.038,-60.45721,0.93847,952,24,,-0.331,0.238
118,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966.0,,-0.241,-0.209,-86.62449,0.91276,949,43,,-0.257,-0.019
118,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973.0,,-0.319,-0.069,-67.44307,0.93195,957,31,,-0.308,0.006
118,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943.0,,-0.415,-0.107,-56.2519,0.94251,950,21,,-0.43,0.058
118,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948.0,,-0.397,-0.039,-55.26357,0.9429,940,20,,-0.416,0.106
118,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962.0,,-0.356,-0.115,-41.577,0.95687,943,13,,-0.429,-0.033
118,House,21993,55,0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937.0,,-0.491,-0.114,-19.18185,0.96191,494,8,,-0.42,-0.281
118,House,20316,43,26,FL,200,,,"DIAZ-BALART, Mario",D000600,1961.0,,0.282,0.151,-110.57685,0.88499,905,46,,0.329,0.385
118,House,20504,43,25,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966.0,,-0.416,0.097,-62.48769,0.93666,955,25,,-0.38,0.226
118,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966.0,,-0.438,0.065,-40.30841,0.95829,946,15,,-0.425,0.185
118,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951.0,,0.36,-0.083,-139.62785,0.86017,927,63,,0.395,0.088
118,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963.0,,0.421,-0.028,-141.39124,0.85551,906,70,,0.498,-0.028
118,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947.0,,0.533,-0.354,-110.4967,0.88843,934,43,,0.594,-0.372
118,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949.0,,0.522,-0.076,-127.12786,0.87211,929,59,,0.507,-0.083
118,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942.0,,-0.477,-0.007,-43.38649,0.94995,845,13,,-0.466,0.056
118,House,21321,43,22,FL,100,,,"FRANKEL, Lois",F000462,1948.0,,-0.395,-0.033,-62.1832,0.93423,914,24,,-0.396,0.221
118,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953.0,,0.502,0.363,-118.09249,0.88322,951,55,,0.476,0.316
118,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982.0,,0.593,-0.646,-157.47832,0.83716,886,72,,0.541,-0.705
118,House,21735,43,21,FL,200,,,"MAST, Brian Jeffery",M001199,1980.0,,0.466,-0.358,-144.19734,0.85806,942,60,,0.497,-0.248
118,House,21744,43,5,FL,200,,,"RUTHERFORD, John Henry",R000609,1952.0,,0.427,0.09,-143.24009,0.86031,952,61,,0.43,0.176
118,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978.0,,-0.35,0.19,-62.50519,0.93671,956,30,,-0.291,0.179
118,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978.0,,0.69,-0.32,-72.92432,0.91834,856,29,,0.743,-0.391
118,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974.0,,0.447,-0.106,-118.96771,0.87592,898,62,,0.582,0.036
118,House,22107,43,3,FL,200,,,"CAMMACK, Kat",C001039,1988.0,,0.587,-0.235,-93.03813,0.90392,921,38,,0.581,-0.277
118,House,22111,43,19,FL,200,,,"DONALDS, Byron",D000032,1978.0,,0.644,-0.259,-78.96504,0.91573,897,34,,0.677,-0.355
118,House,22116,43,18,FL,200,,,"FRANKLIN, C. Scott",F000472,1964.0,,0.619,0.18,-89.23892,0.9107,954,44,,0.647,0.215
118,House,22118,43,28,FL,200,,,"GIMENEZ, Carlos A.",G000593,1954.0,,0.33,0.128,-122.87519,0.87598,928,52,,0.37,0.21
118,House,22150,43,27,FL,200,,,"SALAZAR, Maria Elvira",S000168,1961.0,,0.266,0.179,-139.62241,0.85585,897,54,,0.3,0.334
118,House,22163,43,20,FL,100,,,"CHERFILUS-MCCORMICK, Sheila",C001127,1979.0,,-0.465,-0.038,-40.03447,0.95822,938,17,,-0.435,-0.133
118,House,22302,43,4,FL,200,,,"BEAN, Aaron",B001314,1967.0,,0.665,-0.132,-82.01304,0.91787,957,35,,0.668,-0.112
118,House,22321,43,10,FL,100,,,"FROST, Maxwell",F000476,1997.0,,-0.417,-0.718,-49.8788,0.94916,956,18,,-0.414,-0.722
118,House,22341,43,15,FL,200,,,"LEE, Laurel",L000597,1974.0,,0.391,0.179,-142.45392,0.86169,957,69,,0.384,0.241
118,House,22343,43,13,FL,200,,,"LUNA, Anna",L000596,1989.0,,0.576,-0.556,-92.40904,0.8918,807,42,,0.574,-0.559
118,House,22350,43,7,FL,200,,,"MILLS, Cory",M001216,1980.0,,0.59,-0.321,-95.60639,0.90407,948,38,,0.589,-0.315
118,House,22353,43,23,FL,100,,,"MOSKOWITZ, Jared",M001217,1980.0,,-0.226,0.318,-83.95285,0.91315,924,35,,-0.226,0.34
118,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945.0,,-0.304,0.167,-76.91893,0.92222,950,30,,-0.346,0.246
118,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954.0,,-0.476,-0.047,-114.12859,0.8844,929,39,,-0.789,-0.025
118,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969.0,,0.533,0.365,-144.07821,0.85969,953,66,,0.46,0.474
118,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957.0,,0.557,0.334,-110.06267,0.89082,952,43,,0.571,0.392
118,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963.0,,0.682,0.017,-109.00803,0.88895,926,49,,0.662,0.03
118,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951.0,,0.689,0.269,-103.92357,0.89699,956,50,,0.616,0.251
118,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966.0,,0.594,0.245,-111.01673,0.88838,938,50,,0.571,0.344
118,House,21944,44,7,GA,100,,,"McBATH, Lucy",M001208,1960.0,,-0.339,0.267,-59.07467,0.93871,934,26,,-0.471,0.231
118,House,22110,44,9,GA,200,,,"CLYDE, Andrew S.",C001116,1963.0,,0.825,-0.123,-116.49919,0.88505,954,54,,0.977,0.006
118,House,22121,44,14,GA,200,,,"GREENE, Marjorie Taylor",G000596,1974.0,,0.8,-0.6,-145.21191,0.85413,921,56,,0.696,-0.507
118,House,22156,44,5,GA,100,,,"WILLIAMS, Nikema",W000788,1978.0,,-0.413,-0.42,-43.60415,0.95523,952,18,,-0.421,-0.419
118,House,22310,44,10,GA,200,,,"COLLINS, Mike",C001129,1967.0,,0.672,-0.276,-83.00757,0.91675,955,33,,0.674,-0.263
118,House,22346,44,6,GA,200,,,"MCCORMICK, Rich",M001218,1968.0,,0.887,0.462,-147.33378,0.85564,945,73,,0.895,0.445
118,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947.0,,-0.286,0.449,-100.77085,0.89956,952,50,,-0.44,0.472
118,House,22373,94,0,GU,200,,,"MOYLAN, James",M001219,1962.0,,0.442,0.431,-93.99698,0.75722,338,47,,0.442,0.431
118,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952.0,,-0.203,-0.077,-88.89973,0.91058,949,37,,-0.259,0.069
118,House,22369,82,2,HI,100,,,"TOKUDA, Jill",T000487,1976.0,,-0.465,-0.378,-38.13714,0.96061,949,16,,-0.466,-0.373
118,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1962.0,,0.638,-0.073,-104.48757,0.89626,954,37,,0.644,-0.139
118,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950.0,,0.297,0.306,-92.33466,0.90441,919,34,,0.284,0.399
118,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955.0,,-0.236,-0.214,-70.32354,0.92872,951,28,,-0.332,-0.052
118,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958.0,,-0.326,-0.231,-72.84178,0.92513,936,27,,-0.445,0.194
118,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961.0,,-0.192,-0.116,-73.82258,0.92439,939,34,,-0.302,0.166
118,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956.0,,-0.47,-0.018,-32.35169,0.9653,916,13,,-0.548,-0.004
118,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960.0,,0.393,-0.019,-163.60064,0.8418,950,85,,0.513,-0.095
118,House,21562,21,16,IL,200,,,"LaHOOD, Darin",L000585,1968.0,,0.457,0.238,-137.70108,0.86224,929,56,,0.463,0.262
118,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973.0,,-0.336,-0.003,-47.34797,0.95163,955,17,,-0.403,0.156
118,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971.0,,-0.651,0.482,-59.54736,0.93912,948,23,,-0.615,0.316
118,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956.0,,-0.434,-0.888,-40.57395,0.95412,864,18,,-0.396,-0.918
118,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986.0,,-0.603,0.396,-52.30584,0.94626,947,19,,-0.643,0.041
118,House,22138,21,15,IL,200,,,"MILLER, Mary E.",M001211,1959.0,,0.792,-0.158,-104.89286,0.89578,953,41,,0.708,-0.136
118,House,22304,21,13,IL,100,,,"BUDZINSKI, Nikki",B001315,1977.0,,-0.324,0.5,-68.99293,0.93037,956,29,,-0.324,0.504
118,House,22330,21,1,IL,100,,,"JACKSON, Jonathan",J000309,1966.0,,-0.388,-0.446,-70.22458,0.92794,939,33,,-0.387,-0.466
118,House,22360,21,3,IL,100,,,"RAMIREZ, Delia",R000617,1983.0,,-0.496,-0.868,-37.10127,0.96122,938,12,,-0.739,-0.674
118,House,22365,21,17,IL,100,,,"SORENSEN, Eric",S001225,1976.0,,-0.243,0.289,-66.08022,0.92943,903,27,,-0.243,0.289
118,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941.0,,-0.486,-0.265,-43.34792,0.95412,923,16,,-0.469,-0.278
118,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944.0,,-0.602,-0.292,-53.06252,0.94454,930,25,,-0.423,-0.562
118,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974.0,,-0.434,0.035,-72.41009,0.92548,935,29,,-0.499,-0.126
118,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962.0,,0.382,0.375,-107.66144,0.88979,922,31,,0.323,0.456
118,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979.0,,0.647,0.027,-105.5646,0.89237,927,32,,0.665,0.102
118,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945.0,,0.443,0.421,-157.82749,0.84664,948,63,,0.356,0.23
118,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956.0,,0.507,0.201,-127.23926,0.86336,866,54,,0.431,0.272
118,House,22142,22,1,IN,100,,,"MRVAN, Frank J.",M001214,1969.0,,-0.313,0.344,-55.76139,0.94282,947,20,,-0.315,0.367
118,House,22151,22,5,IN,200,,,"SPARTZ, Victoria",S000929,1978.0,,0.48,-0.239,-201.72323,0.79861,897,84,,0.543,-0.374
118,House,22171,22,2,IN,200,,,"YAKYM, Rudy, III",Y000067,1984.0,,0.504,0.134,-101.62737,0.89935,958,39,,0.507,0.133
118,House,22326,22,9,IN,200,,,"HOUCHIN, Erin",H001093,1976.0,,0.639,0.225,-89.0378,0.91134,959,37,,0.638,0.225
118,House,22113,31,4,IA,200,,,"FEENSTRA, Randy",F000446,1969.0,,0.465,0.19,-106.73085,0.89447,957,41,,0.475,0.175
118,House,22124,31,2,IA,200,,,"HINSON, Ashley",H001091,1983.0,,0.349,0.327,-83.19895,0.9164,953,30,,0.377,0.6
118,House,22139,31,1,IA,200,,,"MILLER-MEEKS, Mariannette",M001215,1955.0,,0.335,0.185,-122.95337,0.87628,931,57,,0.348,0.158
118,House,22356,31,3,IA,200,,,"NUNN, Zach",N000193,1979.0,,0.288,0.163,-159.19008,0.84252,929,61,,0.286,0.147
118,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956.0,,0.645,0.096,-94.60747,0.90531,951,45,,0.65,0.207
118,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980.0,,-0.277,0.285,-69.17782,0.93026,957,23,,-0.296,0.32
118,House,22130,32,2,KS,200,,,"LATURNER, Jake",L000266,1988.0,,0.471,0.421,-125.68794,0.87644,953,48,,0.468,0.368
118,House,22134,32,1,KS,200,,,"MANN, Tracey",M000871,1976.0,,0.601,0.056,-114.96869,0.88691,958,56,,0.518,-0.065
118,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937.0,,0.334,0.148,-112.38318,0.88513,921,37,,0.354,0.722
118,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964.0,,0.427,0.274,-112.13011,0.88965,959,48,,0.471,0.365
118,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973.0,,0.482,0.32,-93.44797,0.9021,907,37,,0.53,0.403
118,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972.0,,0.594,-0.066,-88.24449,0.91129,950,34,,0.604,-0.118
118,House,22347,51,3,KY,100,,,"MCGARVEY, Morgan",M001220,1979.0,,-0.55,0.043,-32.72948,0.96641,958,11,,-0.546,0.036
118,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971.0,,0.678,-0.735,-214.83734,0.78785,901,83,,0.611,-0.792
118,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965.0,,0.558,0.171,-86.96967,0.90424,864,33,,0.586,0.212
118,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972.0,,0.429,0.041,-156.21051,0.84823,949,62,,0.403,-0.009
118,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961.0,,0.624,-0.315,-113.88018,0.88624,943,49,,0.645,-0.299
118,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972.0,,0.566,0.014,-49.4138,0.93184,700,24,,0.675,0.165
118,House,22157,45,5,LA,200,,,"LETLOW, Julia",L000595,1981.0,,0.423,0.355,-151.0976,0.85281,949,62,,0.424,0.349
118,House,22158,45,2,LA,100,,,"CARTER, Troy",C001125,1963.0,,-0.529,0.257,-37.80037,0.96071,943,13,,-0.585,0.274
