congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
95,House,633,43,3,FL,100,0,1,"BENNETT, Charles Edward",B000371,1910,2003.0,-0.088,0.421,-719.30409,0.553,1216,335,,-0.004,0.238
95,House,3078,43,15,FL,100,0,1,"FASCELL, Dante Bruno",F000041,1917,1998.0,-0.4,0.229,-299.58908,0.771,1153,106,,-0.467,0.096
95,House,7333,43,14,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989.0,-0.422,0.357,-247.26115,0.783,1012,90,,-0.442,0.302
95,House,8032,43,11,FL,100,0,1,"ROGERS, Paul Grant",R000401,1921,2008.0,-0.085,0.407,-561.65377,0.615,1156,283,,-0.147,0.12
95,House,8507,43,1,FL,100,0,1,"SIKES, Robert Lee Fulton",S000406,1906,1994.0,-0.128,0.926,-336.89539,0.737,1106,139,,-0.131,0.837
95,House,10587,43,2,FL,100,0,1,"FUQUA, Don",F000430,1933,,-0.173,0.715,-361.61861,0.72,1100,165,,-0.163,0.536
95,House,10588,43,7,FL,100,0,1,"GIBBONS, Sam Melville",G000153,1920,2012.0,-0.233,0.17,-602.18848,0.55,1006,303,,-0.063,-0.114
95,House,11007,43,12,FL,200,0,1,"BURKE, J. Herbert",B001091,1913,1993.0,0.241,0.071,-376.2708,0.707,1086,174,,0.232,-0.016
95,House,12007,43,4,FL,100,0,1,"CHAPPELL, William Venroe, Jr.",C000321,1922,1989.0,-0.098,0.916,-369.48085,0.713,1094,164,,-0.039,0.781
95,House,12015,43,9,FL,200,0,1,"FREY, Louis, Jr.",F000381,1934,2019.0,0.244,-0.027,-206.33884,0.777,816,84,,0.267,-0.045
95,House,13047,43,6,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-414.24429,0.701,1164,179,,0.331,-0.118
95,House,14003,43,10,FL,200,0,1,"BAFALIS, Louis Arthur (Skip)",B000029,1929,2023.0,0.303,0.078,-318.17955,0.76,1161,128,,0.3,0.125
95,House,14029,43,13,FL,100,0,1,"LEHMAN, William",L000226,1913,2005.0,-0.483,-0.001,-304.87919,0.761,1115,129,,-0.363,-0.221
95,House,14243,43,5,FL,200,0,1,"KELLY, Richard",K000077,1924,2005.0,0.504,0.078,-383.45139,0.726,1195,183,,0.51,0.066
95,House,94428,43,8,FL,100,0,1,"IRELAND, Andrew Poysell (Andy)",I000029,1930,,0.015,0.377,-427.35986,0.669,1065,204,,-0.04,0.344
95,House,3242,44,6,GA,100,0,1,"FLYNT, John James, Jr.",F000229,1914,2007.0,0.0,1.0,-302.95714,0.75,1055,142,,0.066,0.998
95,House,11005,44,3,GA,100,0,1,"BRINKLEY, Jack Thomas",B000839,1930,2019.0,-0.073,0.701,-452.05207,0.679,1167,212,,-0.061,0.445
95,House,13023,44,2,GA,100,0,1,"MATHIS, Marvin Dawson",M000244,1940,2017.0,-0.04,0.907,-383.30172,0.686,1016,179,,-0.035,0.636
95,House,14016,44,1,GA,100,0,1,"GINN, Ronald Bryan (Bo)",G000226,1934,2005.0,-0.217,0.849,-380.91488,0.727,1193,180,,-0.215,0.792
95,House,14063,44,5,GA,100,1,1,"YOUNG, Andrew Jackson, Jr.",Y000028,1932,,-0.589,-0.162,,,,,,-0.298,-0.283
95,House,14249,44,4,GA,100,0,1,"LEVITAS, Elliott Harris",L000265,1930,,-0.056,0.075,-542.21426,0.634,1190,286,,-0.055,0.031
95,House,14252,44,7,GA,100,0,1,"McDONALD, Lawrence Patton",M000413,1935,1983.0,0.884,0.343,-229.81264,0.824,1186,82,,0.868,0.309
95,House,14404,44,10,GA,100,0,1,"BARNARD, Druie Douglas, Jr.",B000153,1922,2019.0,-0.028,0.639,-420.87618,0.68,1090,202,,-0.111,0.688
95,House,14418,44,8,GA,100,0,1,"EVANS, Billy Lee",E000233,1941,,-0.091,0.501,-503.01378,0.631,1092,220,,-0.126,0.611
95,House,14429,44,9,GA,100,0,1,"JENKINS, Edgar Lanier (Ed)",J000083,1933,2012.0,-0.116,0.678,-417.42137,0.667,1032,192,,-0.179,0.971
95,House,14467,44,5,GA,100,2,2,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196,-425.20467,0.664,1038,214,,-0.184,0.116
95,House,14400,82,2,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,2018.0,-0.419,0.273,-247.63575,0.81,1175,90,,-0.474,0.326
95,House,14425,82,1,HI,100,0,1,"HEFTEL, Cecil Landau",H000449,1924,2010.0,-0.269,0.243,-358.64005,0.731,1146,162,,-0.306,0.253
95,House,10734,63,2,ID,200,0,1,"HANSEN, George Vernon",H000171,1930,2014.0,0.621,0.339,-207.77789,0.826,1089,77,,0.694,0.48
95,House,14056,63,1,ID,200,0,1,"SYMMS, Steven Douglas",S001138,1938,,0.687,0.355,-189.79756,0.843,1114,67,,0.726,0.465
95,House,2525,21,4,IL,200,0,1,"DERWINSKI, Edward Joseph",D000269,1926,2012.0,0.342,-0.361,-559.28279,0.625,1190,271,,0.247,-0.345
95,House,6455,21,18,IL,200,0,1,"MICHEL, Robert Henry",M000692,1923,2017.0,0.372,-0.157,-381.45462,0.709,1111,177,,0.326,-0.147
95,House,7610,21,23,IL,100,0,1,"PRICE, Charles Melvin",P000522,1905,1988.0,-0.429,0.346,-241.8622,0.801,1093,91,,-0.479,0.387
95,House,8080,21,8,IL,100,0,1,"ROSTENKOWSKI, Daniel David",R000458,1928,2010.0,-0.39,0.246,-326.54703,0.734,1054,147,,-0.503,0.535
95,House,8474,21,22,IL,100,0,1,"SHIPLEY, George Edward",S000367,1927,2003.0,-0.284,0.515,-317.49748,0.683,834,149,,-0.372,0.572
95,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000.0,-0.494,-0.494,-346.0847,0.748,1192,157,,-0.425,-0.537
95,House,10501,21,16,IL,200,0,1,"ANDERSON, John Bayard",A000195,1922,2017.0,0.183,-0.554,-404.66203,0.655,957,197,,0.107,-0.671
95,House,10517,21,20,IL,200,0,1,"FINDLEY, Paul",F000123,1921,2019.0,0.246,-0.525,-606.26292,0.591,1154,299,,0.124,-0.476
95,House,10606,21,13,IL,200,0,1,"McCLORY, Robert",M000340,1908,1988.0,0.256,-0.426,-481.26432,0.658,1149,222,,0.259,-0.418
95,House,10703,21,11,IL,100,0,1,"ANNUNZIO, Frank",A000212,1915,2001.0,-0.398,0.351,-325.28416,0.759,1177,157,,-0.397,0.405
95,House,10722,21,14,IL,200,0,1,"ERLENBORN, John Neal",E000204,1927,2005.0,0.315,-0.438,-485.38672,0.65,1128,231,,0.29,-0.42
95,House,11041,21,19,IL,200,0,1,"RAILSBACK, Thomas Fisher",R000012,1932,2020.0,0.103,-0.446,-388.63981,0.694,1062,179,,0.09,-0.457
95,House,12025,21,10,IL,100,0,1,"MIKVA, Abner Joseph",M000703,1926,2016.0,-0.441,-0.55,-350.82349,0.746,1199,154,,-0.42,-0.686
95,House,12041,21,12,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014.0,0.739,0.023,-232.29499,0.799,1037,85,,0.71,0.213
95,House,13030,21,1,IL,100,0,1,"METCALFE, Ralph Harold",M000675,1910,1978.0,-0.564,-0.144,-175.52169,0.83,944,62,,-0.55,-0.151
95,House,13032,21,2,IL,100,0,1,"MURPHY, Morgan Francis",M001101,1932,2016.0,-0.399,0.277,-345.27325,0.733,1112,160,,-0.371,0.305
95,House,14033,21,21,IL,200,0,1,"MADIGAN, Edward Rell",M000041,1936,1994.0,0.247,-0.396,-440.62774,0.672,1110,202,,0.101,-0.207
95,House,14041,21,17,IL,200,0,1,"O'BRIEN, George Miller",O000010,1917,1986.0,0.169,-0.132,-450.6318,0.671,1131,217,,0.176,-0.135
95,House,14068,21,7,IL,100,0,1,"COLLINS, Cardiss",C000634,1931,2013.0,-0.552,-0.218,-215.30854,0.803,982,91,,-0.528,-0.051
95,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-458.2771,0.676,1170,213,,0.256,-0.299
95,House,14271,21,3,IL,100,0,1,"RUSSO, Martin Anthony",R000543,1944,,-0.192,-0.209,-572.37571,0.595,1104,285,,-0.098,-0.167
95,House,14275,21,24,IL,100,0,1,"SIMON, Paul Martin",S000423,1928,2003.0,-0.397,-0.224,-358.54814,0.73,1138,150,,-0.497,-0.082
95,House,14285,21,5,IL,100,0,1,"FARY, John G.",F000040,1911,1984.0,-0.451,0.47,-283.42291,0.782,1151,120,,-0.441,0.42
95,House,14411,21,15,IL,200,0,1,"CORCORAN, Thomas Joseph",C000773,1939,,0.319,-0.247,-376.17784,0.734,1215,156,,0.28,-0.242
95,House,948,22,3,IN,100,0,1,"BRADEMAS, John",B000736,1927,2016.0,-0.462,-0.061,-213.42375,0.833,1165,79,,-0.483,-0.02
95,House,10732,22,9,IN,100,0,1,"HAMILTON, Lee Herbert",H000114,1931,,-0.171,-0.053,-431.56086,0.698,1199,200,,-0.223,-0.152
95,House,10742,22,11,IN,100,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013.0,-0.07,-0.846,-881.93979,0.471,1170,396,,0.112,-0.969
95,House,11036,22,7,IN,200,0,1,"MYERS, John Thomas",M001130,1927,2015.0,0.236,0.254,-353.10479,0.738,1163,161,,0.279,0.089
95,House,13018,22,5,IN,200,0,1,"HILLIS, Elwood Haynes",H000624,1926,2023.0,0.173,-0.106,-383.87178,0.702,1087,184,,0.145,-0.076
95,House,14220,22,6,IN,100,0,1,"EVANS, David Walter",E000239,1946,,-0.054,0.003,-700.8637,0.541,1141,324,,0.015,-0.04
95,House,14222,22,2,IN,100,0,1,"FITHIAN, Floyd James",F000161,1928,2003.0,-0.165,-0.061,-468.78174,0.663,1141,242,,-0.131,-0.018
95,House,14274,22,10,IN,100,0,1,"SHARP, Philip Riley",S000294,1942,,-0.166,-0.283,-438.39189,0.697,1214,219,,-0.149,-0.466
95,House,14406,22,1,IN,100,0,1,"BENJAMIN, Adam, Jr.",B000363,1935,1982.0,-0.267,0.136,-592.10795,0.614,1212,266,,-0.265,0.053
95,House,14412,22,8,IN,100,0,1,"CORNWELL, David Lance",C000787,1945,2012.0,-0.257,0.139,-453.31376,0.661,1096,220,,-0.251,0.119
95,House,14447,22,4,IN,200,0,1,"QUAYLE, James Danforth (Dan)",Q000007,1947,,0.498,-0.691,-460.1384,0.66,1106,208,,0.542,-0.698
95,House,8672,31,4,IA,100,0,1,"SMITH, Neal Edward",S000596,1920,2021.0,-0.313,0.174,-372.78984,0.725,1160,158,,-0.349,0.18
95,House,14205,31,6,IA,100,0,1,"BEDELL, Berkley Warren",B000298,1921,2019.0,-0.24,-0.595,-467.40859,0.666,1148,223,,-0.227,-0.742
95,House,14207,31,2,IA,100,0,1,"BLOUIN, Michael Thomas",B000567,1945,,-0.288,-0.407,-358.2609,0.732,1149,173,,-0.271,-0.362
95,House,14226,31,3,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.36,-0.039,-371.42997,0.73716,1218,148,,0.346,-0.028
95,House,14230,31,5,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-468.47599,0.672,1180,213,,-0.203,-0.567
95,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,,0.141,-0.79,-474.85348,0.67,1187,222,,0.202,-0.62
95,House,10625,32,5,KS,200,0,1,"SKUBITZ, Joe",S000472,1906,2000.0,0.189,0.08,-458.7681,0.639,1024,221,,0.106,0.048
95,House,11057,32,3,KS,200,0,1,"WINN, Edward Lawrence, Jr. (Larry)",W000636,1919,2017.0,0.247,-0.033,-349.6492,0.734,1129,150,,0.241,-0.07
95,House,12029,32,1,KS,200,0,1,"SEBELIUS, Keith George",S000217,1916,1982.0,0.277,0.134,-340.20771,0.734,1101,139,,0.247,0.099
95,House,14244,32,2,KS,100,0,1,"KEYS, Martha Elizabeth",K000162,1930,,-0.231,-0.471,-481.60037,0.67,1203,219,,-0.183,-0.538
95,House,14422,32,4,KS,100,0,1,"GLICKMAN, Daniel Robert",G000240,1944,,-0.133,-0.149,-674.01839,0.571,1202,317,,-0.026,-0.387
95,House,6845,51,2,KY,100,0,1,"NATCHER, William Huston",N000009,1909,1994.0,-0.288,0.575,-375.7321,0.734,1217,162,,-0.309,0.462
95,House,7343,51,7,KY,100,0,1,"PERKINS, Carl Dewey",P000230,1912,1984.0,-0.343,0.332,-292.93015,0.78,1182,118,,-0.398,0.428
95,House,10626,51,4,KY,200,0,1,"SNYDER, Marion Gene",S000669,1928,2007.0,0.26,0.298,-400.28204,0.715,1193,180,,0.27,0.346
95,House,10710,51,5,KY,200,0,1,"CARTER, Tim Lee",C000201,1910,1987.0,0.08,0.147,-463.81179,0.667,1147,213,,0.046,0.1
95,House,13024,51,3,KY,100,0,1,"MAZZOLI, Romano Louis",M000291,1932,2022.0,-0.186,-0.016,-465.54025,0.68,1209,228,,-0.183,-0.16
95,House,14006,51,6,KY,100,0,1,"BRECKINRIDGE, John Bayne",B000788,1913,1979.0,-0.223,0.198,-473.05026,0.656,1121,231,,-0.213,0.236
95,House,14237,51,1,KY,100,0,1,"HUBBARD, Carroll, Jr.",H000878,1937,2022.0,-0.038,0.476,-409.00737,0.698,1139,197,,-0.142,0.681
95,House,10567,45,4,LA,100,0,1,"WAGGONNER, Joseph David, Jr.",W000018,1918,2007.0,0.015,1.0,-379.13266,0.719,1149,179,,0.057,0.998
95,House,10602,45,8,LA,100,0,1,"LONG, Gillis William",L000417,1923,1985.0,-0.368,0.604,-373.78672,0.721,1141,160,,-0.349,0.548
95,House,13056,45,7,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-374.2024,0.709,1090,165,,-0.022,0.547
95,House,14060,45,3,LA,200,0,1,"TREEN, David Conner",T000362,1928,2009.0,0.34,0.189,-423.41608,0.692,1152,178,,0.306,0.106
95,House,14067,45,2,LA,100,0,1,"BOGGS, Corinne Claiborne (Lindy)",B000592,1916,2013.0,-0.359,0.501,-364.13545,0.727,1141,160,,-0.349,0.432
95,House,14259,45,6,LA,200,0,1,"MOORE, William Henson, III",M000923,1939,,0.24,0.144,-345.83825,0.752,1212,142,,0.217,0.139
95,House,14427,45,5,LA,100,0,1,"HUCKABY, Thomas Jerald",H000901,1941,,-0.009,0.507,-334.10304,0.736,1091,148,,-0.017,0.639
95,House,14455,45,1,LA,100,1,1,"TONRY, Richard Alvin",T000310,1935,2012.0,-0.307,0.771,-35.43873,0.699,99,16,,-0.301,0.732
95,House,14469,45,1,LA,200,2,2,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109,-236.96916,0.738,780,98,,0.264,0.24
95,House,14010,2,2,ME,200,0,1,"COHEN, William Sebastian",C000598,1940,,0.1,-0.615,-361.61449,0.71,1057,148,,0.12,-0.57
95,House,14218,2,1,ME,200,0,1,"EMERY, David Farnham",E000175,1948,,0.155,-0.39,-425.86516,0.698,1185,193,,0.159,-0.398
95,House,10601,52,2,MD,100,0,1,"LONG, Clarence Dickinson",L000413,1908,1994.0,-0.274,0.098,-510.95177,0.647,1174,235,,-0.202,-0.078
95,House,13008,52,6,MD,100,0,1,"BYRON, Goodloe Edgar",B001221,1929,1978.0,-0.014,0.513,-434.82585,0.675,1106,200,,-0.047,0.332
95,House,13031,52,7,MD,100,0,1,"MITCHELL, Parren James",M000826,1922,2007.0,-0.526,-0.851,-312.25867,0.76,1138,130,,-0.653,-0.58
95,House,14021,52,4,MD,200,0,1,"HOLT, Marjorie Sewell",H000747,1920,2018.0,0.368,0.061,-398.57107,0.712,1175,175,,0.431,0.145
