congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
82,House,9473,42,3,AR,100,0,1,"TRIMBLE, James William",T000373,1894,1972,-0.397,0.91,-30.34043,0.815,148,12,,-0.39,0.74
82,House,116,71,7,CA,200,0,1,"ALLEN, John Joseph, Jr.",A000133,1899,1995,0.2,-0.39,-48.78053,0.719,148,21,,0.172,-0.096
82,House,173,71,8,CA,200,0,1,"ANDERSON, John Zuinglius",A000196,1904,1981,0.226,-0.016,-45.63874,0.735,148,17,,0.284,0.156
82,House,971,71,11,CA,200,0,1,"BRAMBLETT, Ernest King",B000762,1901,1966,0.3,-0.143,-38.88452,0.748,134,14,,0.327,-0.005
82,House,2713,71,18,CA,100,0,1,"DOYLE, Clyde Gilman",D000481,1887,1963,-0.368,0.134,-16.90929,0.88,132,8,,-0.336,0.225
82,House,2965,71,2,CA,100,0,1,"ENGLE, Clair",E000181,1911,1964,-0.219,0.096,-56.92224,0.658,136,23,,-0.167,0.232
82,House,4201,71,4,CA,100,0,1,"HAVENNER, Franck Roberts",H000356,1882,1967,-0.453,-0.234,-28.91521,0.827,152,11,,-0.335,0.155
82,House,4437,71,12,CA,200,0,1,"HILLINGS, Patrick Jerome",H000623,1923,1994,0.253,-0.418,-46.7297,0.721,143,22,,0.247,-0.24
82,House,4450,71,20,CA,200,0,1,"HINSHAW, John Carl Williams",H000640,1894,1956,0.148,-0.284,-42.61407,0.733,137,17,,0.269,-0.49
82,House,4514,71,19,CA,100,0,1,"HOLIFIELD, Chester Earl",H000713,1903,1995,-0.467,0.218,-16.21902,0.879,126,7,,-0.384,-0.039
82,House,4751,71,9,CA,200,0,1,"HUNTER, Allan Oakley",H000979,1916,1995,0.233,-0.127,-40.01048,0.75,139,15,,0.164,0.079
82,House,4846,71,16,CA,200,0,1,"JACKSON, Donald Lester",J000008,1910,1981,0.312,-0.28,-31.095,0.783,127,13,,0.309,-0.382
82,House,4976,71,3,CA,200,0,1,"JOHNSON, Justin Leroy",J000157,1888,1961,0.099,-0.21,-59.89207,0.612,122,30,,0.055,-0.012
82,House,5255,71,17,CA,100,0,1,"KING, Cecil Rhodes",K000196,1898,1974,-0.468,0.144,-18.50817,0.88,145,6,,-0.391,0.259
82,House,6220,71,15,CA,200,0,1,"McDONOUGH, Gordon Leo",M000414,1895,1968,0.205,-0.25,-41.19883,0.747,141,19,,0.295,-0.523
82,House,6317,71,23,CA,100,0,1,"McKINNON, Clinton Dotson",M000528,1906,2001,-0.268,-0.083,-30.4207,0.797,134,14,,-0.314,0.286
82,House,6483,71,6,CA,100,0,1,"MILLER, George Paul",M000727,1891,1982,-0.426,0.204,-15.69023,0.868,111,7,,-0.335,0.08
82,House,7415,71,22,CA,200,0,1,"PHILLIPS, John",P000309,1887,1983,0.474,-0.219,-30.94908,0.795,135,10,,0.46,0.051
82,House,7566,71,13,CA,200,0,1,"POULSON, C. Norris",P000475,1895,1982,0.207,-0.424,-47.93538,0.705,137,21,,0.411,-0.633
82,House,8322,71,1,CA,200,0,1,"SCUDDER, Hubert Baxter",S000198,1888,1968,0.291,-0.347,-38.34422,0.772,148,14,,0.314,-0.148
82,House,8437,71,5,CA,100,0,1,"SHELLEY, John Francis",S000327,1905,1974,-0.455,0.105,-21.55635,0.847,130,11,,-0.323,-0.062
82,House,8444,71,21,CA,100,0,1,"SHEPPARD, Harry Richard",S000335,1885,1969,-0.27,0.279,-29.68947,0.794,129,11,,-0.294,0.368
82,House,9956,71,10,CA,200,0,1,"WERDEL, Thomas Harold",W000298,1905,1966,0.52,-0.186,-29.52168,0.791,126,13,,0.995,-0.098
82,House,10431,71,14,CA,100,0,1,"YORTY, Samuel William",Y000024,1909,1998,-0.31,0.122,-26.98081,0.838,153,12,,-0.319,0.029
82,House,275,62,4,CO,100,0,1,"ASPINALL, Wayne Norviel",A000225,1896,1983,-0.315,0.454,-33.18425,0.803,151,13,,-0.295,0.181
82,House,1684,62,3,CO,200,0,1,"CHENOWETH, John Edgar",C000346,1897,1986,0.184,-0.116,-58.80437,0.683,154,28,,0.28,0.029
82,House,4429,62,2,CO,200,0,1,"HILL, William Silas",H000613,1886,1972,0.247,-0.07,-44.75712,0.746,153,16,,0.236,0.163
82,House,8021,62,1,CO,100,0,1,"ROGERS, Byron Giles",R000389,1900,1983,-0.28,0.171,-53.90814,0.711,158,22,,-0.194,-0.012
82,House,6267,1,3,CT,100,0,1,"McGUIRE, John Andrew",M000465,1906,1976,-0.377,-0.225,-17.22713,0.895,155,8,,-0.445,-0.2
82,House,6664,1,4,CT,200,0,1,"MORANO, Albert Paul",M000935,1908,1987,0.062,-0.829,-40.38142,0.735,131,16,,0.097,-0.852
82,House,7245,1,5,CT,200,0,1,"PATTERSON, James Thomas",P000119,1908,1989,0.085,-0.662,-43.92904,0.731,140,19,,0.116,-0.677
82,House,7847,1,1,CT,100,0,1,"RIBICOFF, Abraham Alexander",R000191,1910,1998,-0.313,-0.328,-62.2402,0.624,132,25,,-0.163,-0.375
82,House,8170,1,99,CT,200,0,1,"SADLAK, Antoni Nicholas",S000009,1908,1969,0.163,-0.536,-37.03788,0.754,131,16,,0.193,-0.691
82,House,8346,1,2,CT,200,0,1,"SEELY-BROWN, Horace, Jr.",S000224,1908,1982,0.058,-0.648,-42.99566,0.756,154,18,,0.066,-0.753
82,House,823,11,1,DE,200,0,1,"BOGGS, James Caleb",B000593,1909,1993,0.21,-0.673,-50.65945,0.698,141,24,,0.149,-0.265
82,House,633,43,2,FL,100,0,1,"BENNETT, Charles Edward",B000371,1910,2003,-0.088,0.421,-65.38869,0.661,158,32,,-0.158,0.528
82,House,4354,43,5,FL,100,0,1,"HERLONG, Albert Sydney, Jr.",H000530,1909,1995,-0.007,0.74,-49.42233,0.701,139,20,,-0.038,0.817
82,House,5471,43,4,FL,100,0,1,"LANTAFF, William Courtland",L000089,1913,1970,-0.107,0.431,-64.3652,0.653,151,32,,-0.11,0.462
82,House,6361,43,1,FL,100,0,1,"McMULLEN, Chester Bartow",M000577,1902,1953,-0.115,0.662,-56.02372,0.69,151,25,,-0.116,0.676
82,House,8023,43,6,FL,100,0,1,"ROGERS, Dwight Laing",R000391,1886,1954,-0.06,0.851,-56.5873,0.686,150,33,,-0.096,0.995
82,House,8507,43,3,FL,100,0,1,"SIKES, Robert Lee Fulton",S000406,1906,1994,-0.128,0.926,-44.52461,0.694,122,16,,-0.151,0.783
82,House,1130,44,10,GA,100,0,1,"BROWN, Paul",B000940,1880,1961,-0.191,0.982,-36.53622,0.795,159,9,,-0.279,0.96
82,House,1439,44,4,GA,100,0,1,"CAMP, Albert Sidney",C000070,1892,1954,-0.18,0.984,-39.8844,0.752,140,16,,-0.276,0.961
82,House,2111,44,2,GA,100,0,1,"COX, Edward Eugene",C000831,1880,1952,-0.03,0.951,-41.30815,0.731,132,13,,-0.015,1.0
82,House,2389,44,5,GA,100,0,1,"DAVIS, James Curran",D000109,1895,1981,0.08,0.997,-50.54549,0.709,147,32,,0.067,0.843
82,House,3286,44,3,GA,100,0,1,"FORRESTER, Elijah Lewis",F000283,1896,1970,-0.041,0.999,-52.93191,0.698,147,22,,-0.02,0.774
82,House,5459,44,7,GA,100,0,1,"LANHAM, Henderson Lovelace",L000077,1888,1957,-0.362,0.898,-39.79154,0.771,153,18,,-0.36,0.71
82,House,7605,44,1,GA,100,0,1,"PRESTON, Prince Hulon, Jr.",P000516,1908,1961,-0.194,0.981,-42.73531,0.748,147,19,,-0.285,0.958
82,House,9677,44,6,GA,100,0,1,"VINSON, Carl",V000105,1883,1981,-0.212,0.728,-27.48937,0.791,117,10,,-0.285,0.959
82,House,9996,44,8,GA,100,0,1,"WHEELER, William McDonald (Don)",W000342,1915,1989,0.087,0.996,-50.90225,0.67,127,22,,0.233,0.725
82,House,10329,44,9,GA,100,0,1,"WOOD, John Stephens",W000699,1885,1968,0.049,0.999,-25.98228,0.79,110,12,,0.132,0.991
82,House,1215,63,2,ID,200,0,1,"BUDGE, Hamer Harold",B001035,1910,2003,0.458,0.167,-63.24437,0.66,152,23,,0.381,-0.318
82,House,10330,63,1,ID,200,0,1,"WOOD, John Travers",W000700,1878,1954,0.617,0.284,-15.81417,0.897,146,7,,0.62,0.2
82,House,121,21,16,IL,200,0,1,"ALLEN, Leo Elwood",A000138,1898,1973,0.384,-0.091,-26.60853,0.833,146,9,,0.536,-0.072
82,House,226,21,17,IL,200,0,1,"ARENDS, Leslie Cornelius",A000216,1895,1985,0.301,-0.187,-30.48492,0.813,147,10,,0.366,-0.06
82,House,731,21,26,IL,200,0,1,"BISHOP, Cecil William (Runt)",B000486,1890,1971,0.609,-0.793,-59.20839,0.689,159,26,,0.628,-0.725
82,House,1324,21,3,IL,200,0,1,"BUSBEY, Fred Ernst",B001161,1895,1966,0.509,-0.239,-28.26935,0.811,135,11,,0.501,0.002
82,House,1702,21,19,IL,200,0,1,"CHIPERFIELD, Robert Bruce",C000365,1899,1971,0.324,-0.306,-35.06507,0.788,147,16,,0.38,-0.145
82,House,1722,21,13,IL,200,0,1,"CHURCH, Marguerite Stitt",C000389,1892,1990,0.307,-0.082,-38.6498,0.782,157,15,,0.503,-0.397
82,House,2433,21,1,IL,100,0,1,"DAWSON, William Levi",D000158,1886,1970,-0.527,0.101,-15.59399,0.87,112,4,,-0.994,-0.106
82,House,3700,21,8,IL,100,0,1,"GORDON, Thomas Sylvy",G000316,1893,1959,-0.45,-0.145,-8.19759,0.946,148,2,,-0.541,-0.087
82,House,4493,21,10,IL,200,0,1,"HOFFMAN, Richard William",H000689,1893,1975,0.324,-0.158,-30.5707,0.793,132,12,,0.493,-0.391
82,House,4911,21,23,IL,200,0,1,"JENISON, Edward Halsey",J000080,1907,1996,0.526,-0.272,-35.71469,0.793,154,15,,0.638,-0.402
82,House,5020,21,12,IL,200,0,1,"JONAS, Edgar Allan",J000207,1885,1965,0.281,-0.268,-46.80528,0.703,133,19,,0.381,-0.43
82,House,5326,21,5,IL,100,0,1,"KLUCZYNSKI, John Carl",K000273,1896,1975,-0.382,0.237,-15.3631,0.889,130,4,,-0.496,-0.083
82,House,5884,21,21,IL,100,0,1,"MACK, Peter Francis, Jr.",M000020,1916,1986,-0.306,0.126,-24.87502,0.825,129,8,,-0.456,0.246
82,House,6061,21,15,IL,200,0,1,"MASON, Noah Morgan",M000224,1882,1965,0.63,0.228,-25.5738,0.833,140,13,,0.714,-0.521
82,House,6389,21,4,IL,200,0,1,"McVEY, William Estus",M000609,1885,1958,0.411,-0.021,-34.37975,0.801,155,15,,0.539,-0.39
82,House,7004,21,6,IL,100,0,1,"O'BRIEN, Thomas Joseph",O000016,1878,1964,-0.365,-0.223,-10.48361,0.933,152,2,,-0.495,-0.426
82,House,7610,21,25,IL,100,0,1,"PRICE, Charles Melvin",P000522,1905,1988,-0.429,0.346,-16.29227,0.897,150,5,,-0.454,0.253
82,House,7779,21,14,IL,200,0,1,"REED, Chauncey William",R000111,1890,1956,0.384,-0.279,-31.23836,0.807,146,11,,0.409,-0.032
82,House,8163,21,7,IL,100,0,1,"SABATH, Adolph Joachim",S000001,1866,1952,-0.469,-0.361,-9.07899,0.911,97,3,,-0.704,-0.234
82,House,8426,21,11,IL,200,0,1,"SHEEHAN, Timothy Patrick",S000315,1909,2000,0.298,-0.171,-43.72558,0.714,130,20,,0.574,-0.811
82,House,8533,21,20,IL,200,0,1,"SIMPSON, Sidney Elmer",S000437,1894,1958,0.309,0.096,-46.52355,0.741,155,17,,0.423,-0.095
82,House,8814,21,22,IL,200,0,1,"SPRINGER, William Lee",S000756,1909,1992,0.185,-0.186,-51.46696,0.717,155,24,,0.242,-0.244
82,House,9584,21,2,IL,200,0,1,"VAIL, Richard Bernard",V000003,1895,1955,0.478,-0.196,-25.0846,0.842,146,12,,0.531,-0.219
82,House,9657,21,18,IL,200,0,1,"VELDE, Harold Himmel",V000082,1910,1985,0.402,-0.093,-25.80854,0.834,142,10,,0.536,0.146
82,House,9693,21,24,IL,200,0,1,"VURSELL, Charles Wesley",V000125,1881,1974,0.439,-0.214,-33.26981,0.792,143,9,,0.519,-0.025
82,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000,-0.494,-0.494,-21.30452,0.863,145,8,,-0.441,-0.465
82,House,18,22,4,IN,200,0,1,"ADAIR, Edwin Ross",A000024,1907,1983,0.267,-0.002,-48.32532,0.729,153,19,,0.325,-0.108
82,House,550,22,5,IN,200,0,1,"BEAMER, John Valentine",B000276,1896,1964,0.334,-0.038,-43.23679,0.757,155,18,,0.362,-0.275
82,House,986,22,7,IN,200,0,1,"BRAY, William Gilmer",B000778,1903,1979,0.235,0.109,-84.7295,0.571,151,33,,0.305,-0.525
82,House,1152,22,11,IN,200,0,1,"BROWNSON, Charles Bruce",B000964,1914,1988,0.285,-0.198,-55.32276,0.67,138,29,,0.245,-0.452
82,House,2227,22,3,IN,200,0,1,"CRUMPACKER, Shepard J., Jr.",C000960,1917,1986,0.257,-0.186,-61.96086,0.674,157,26,,0.2,-0.183
82,House,2517,22,8,IN,100,0,1,"DENTON, Winfield Kirkpatrick",D000260,1896,1971,-0.378,0.202,-18.79957,0.883,151,6,,-0.427,0.253
82,House,3963,22,2,IN,200,0,1,"HALLECK, Charles Abraham",H000081,1900,1986,0.272,-0.288,-37.71743,0.774,147,14,,0.265,-0.14
82,House,4050,22,6,IN,200,0,1,"HARDEN, Cecil Murray",H000182,1894,1984,0.268,-0.216,-35.38819,0.778,141,14,,0.323,-0.201
82,House,4165,22,10,IN,200,0,1,"HARVEY, Ralph",H000310,1901,1991,0.305,-0.011,-49.84635,0.714,148,20,,0.235,0.301
82,House,5900,22,1,IN,100,0,1,"MADDEN, Ray John",M000039,1892,1987,-0.422,0.03,-12.2509,0.924,154,4,,-0.53,-0.158
82,House,10212,22,9,IN,200,0,1,"WILSON, Earl",W000572,1906,1990,0.358,-0.083,-61.65393,0.631,134,23,,0.425,-0.411
82,House,2256,31,5,IA,200,0,1,"CUNNINGHAM, Paul Harvey",C000993,1890,1961,0.192,-0.191,-55.57583,0.695,153,27,,0.251,0.024
82,House,2647,31,6,IA,200,0,1,"DOLLIVER, James Isaac",D000403,1894,1978,0.278,0.063,-36.67511,0.778,146,17,,0.327,0.089
82,House,3853,31,3,IA,200,0,1,"GROSS, Harold Royce",G000495,1899,1987,0.955,0.298,-81.15176,0.6,159,21,,0.756,-0.654
82,House,4482,31,8,IA,200,0,1,"HOEVEN, Charles Bernard",H000678,1895,1980,0.317,0.009,-36.94499,0.782,150,14,,0.378,0.247
82,House,4928,31,7,IA,200,0,1,"JENSEN, Benton Franklin",J000100,1892,1970,0.386,0.238,-28.51421,0.835,158,10,,0.489,0.047
82,House,5552,31,4,IA,200,0,1,"LE COMPTE, Karl Miles",L000157,1887,1972,0.267,-0.068,-49.22807,0.714,146,27,,0.277,0.225
82,House,6039,31,1,IA,200,0,1,"MARTIN, Thomas Ellsworth",M000199,1893,1971,0.304,-0.17,-43.52133,0.744,147,20,,0.341,0.129
82,House,9168,31,2,IA,200,0,1,"TALLE, Henry Oscar",T000028,1892,1969,0.27,-0.037,-41.94643,0.757,151,19,,0.246,0.142
82,House,1920,32,1,KS,200,0,1,"COLE, Albert McDonald",C000606,1901,1994,0.269,-0.144,-34.13444,0.779,137,17,,0.303,-0.018
82,House,3534,32,3,KS,200,0,1,"GEORGE, Myron Virgil",G000129,1900,1972,0.268,-0.038,-48.93122,0.725,152,21,,0.328,-0.033
82,House,4562,32,5,KS,200,0,1,"HOPE, Clifford Ragsdale",H000768,1893,1970,0.231,0.095,-47.75587,0.702,135,21,,0.126,0.221
82,House,7799,32,4,KS,200,0,1,"REES, Edward Herbert",R000132,1886,1969,0.349,-0.09,-37.37133,0.786,155,17,,0.37,-0.149
82,House,8318,32,2,KS,200,0,1,"SCRIVNER, Errett Power",S000194,1898,1978,0.487,-0.124,-33.6688,0.799,150,11,,0.395,0.205
82,House,8709,32,6,KS,200,0,1,"SMITH, Wint",S000640,1892,1976,0.553,0.677,-20.37561,0.865,141,10,,0.606,0.194
82,House,516,51,8,KY,100,0,1,"BATES, Joseph Bengal",B000237,1893,1965,-0.307,0.519,-36.66373,0.731,117,18,,-0.382,0.649
82,House,1682,51,4,KY,100,0,1,"CHELF, Frank Leslie",C000342,1907,1982,-0.215,0.634,-41.07824,0.755,146,19,,-0.248,0.731
82,House,3649,51,9,KY,200,0,1,"GOLDEN, James Stephen",G000258,1891,1971,0.294,-0.172,-62.66768,0.651,146,27,,0.378,-0.218
82,House,3809,51,1,KY,100,0,1,"GREGORY, Noble Jones",G000447,1897,1971,-0.267,0.945,-36.19578,0.776,143,11,,-0.313,0.95
82,House,6745,51,3,KY,200,0,1,"MORTON, Thruston Ballard",M001022,1907,1982,0.2,-0.4,-58.25028,0.586,109,30,,0.111,0.017
82,House,7343,51,7,KY,100,0,1,"PERKINS, Carl Dewey",P000230,1912,1984,-0.343,0.332,-36.66232,0.767,138,14,,-0.403,0.235
82,House,8778,51,5,KY,100,0,1,"SPENCE, Brent",S000717,1874,1967,-0.351,0.384,-21.46572,0.865,148,7,,-0.614,0.629
82,House,9561,51,6,KY,100,1,1,"UNDERWOOD, Thomas Rust",U000015,1898,1956,-0.257,0.6,-73.40737,0.759,266,37,,-0.328,0.945
82,House,9882,51,6,KY,100,2,2,"WATTS, John Clarence",W000212,1902,1971,-0.206,0.648,-28.57902,0.762,105,14,,-0.193,0.558
82,House,10002,51,2,KY,100,0,1,"WHITAKER, John Albert",W000348,1901,1951,-0.37,0.929,-14.93311,0.834,82,6,,-0.352,0.76
82,House,100,45,8,LA,100,0,1,"ALLEN, Asa Leonard",A000114,1891,1969,-0.118,0.789,-38.52778,0.642,87,18,,-0.115,0.993
82,House,824,45,2,LA,100,0,1,"BOGGS, Thomas Hale, Sr.",B000594,1914,1972,-0.348,0.589,-60.10397,0.596,116,29,,-0.188,0.76
82,House,1081,45,4,LA,100,0,1,"BROOKS, Overton",B000884,1897,1961,-0.125,0.895,-47.59029,0.666,117,20,,-0.139,0.937
82,House,4275,45,1,LA,100,0,1,"HÉBERT, Felix Edward",H000437,1901,1979,-0.079,0.834,-47.81301,0.662,116,24,,-0.061,0.855
82,House,5476,45,7,LA,100,0,1,"LARCADE, Henry Dominique, Jr.",L000095,1890,1966,-0.046,0.627,-45.10655,0.637,100,22,,-0.112,0.994
82,House,6721,45,6,LA,100,0,1,"MORRISON, James Hobson",M000995,1908,2000,-0.28,0.722,-20.03764,0.828,106,7,,-0.376,0.927
82,House,7228,45,5,LA,100,0,1,"PASSMAN, Otto Ernest",P000098,1900,1988,-0.056,0.952,-63.02904,0.625,134,35,,-0.07,0.998
82,House,10201,45,3,LA,100,0,1,"WILLIS, Edwin Edward",W000559,1904,1972,-0.2,0.98,-44.68354,0.709,130,19,,-0.144,0.961
82,House,3096,2,3,ME,200,1,1,"FELLOWS, Frank",F000066,1889,1951,0.343,0.171,-7.18051,0.908,74,1,,0.457,0.152
82,House,3924,2,1,ME,200,0,1,"HALE, Robert",H000036,1889,1976,0.163,-0.163,-61.97785,0.663,151,30,,0.125,-0.243
82,House,6276,2,3,ME,200,2,2,"McINTIRE, Clifford Guy",M000478,1908,1974,0.228,-0.059,-22.58491,0.648,52,10,,0.42,-0.412
82,House,6863,2,2,ME,200,0,1,"NELSON, Charles Pembroke",N000031,1907,1962,0.263,-0.407,-62.27059,0.622,131,35,,0.42,-0.907
82,House,546,52,6,MD,200,0,1,"BEALL, James Glenn",B000271,1894,1971,0.176,-0.55,-33.36389,0.767,126,14,,0.203,-0.589
82,House,2531,52,2,MD,200,0,1,"DEVEREUX, James Patrick Sinnott",D000278,1903,1988,0.238,-0.327,-50.25912,0.729,159,21,,0.193,-0.213
82,House,3054,52,4,MD,100,0,1,"FALLON, George Hyde",F000012,1902,1980,-0.171,0.063,-70.52197,0.606,141,37,,-0.07,-0.025
82,House,3480,52,3,MD,100,0,1,"GARMATZ, Edward Alexander",G000071,1903,1986,-0.307,0.222,-40.02469,0.748,138,15,,-0.224,-0.142
82,House,6481,52,1,MD,200,0,1,"MILLER, Edward Tylor",M000724,1895,1968,0.298,-0.216,-43.91898,0.731,140,22,,0.241,0.264
82,House,8219,52,5,MD,100,0,1,"SASSCER, Lansdale Ghiselin",S000067,1893,1964,-0.209,0.145,-34.8284,0.753,123,12,,-0.175,0.141
82,House,518,3,6,MA,200,0,1,"BATES, William Henry",B000239,1917,1969,0.196,-0.478,-37.89862,0.782,154,12,,0.211,-0.42
82,House,2660,3,4,MA,100,0,1,"DONOHUE, Harold Daniel",D000419,1901,1984,-0.296,-0.098,-43.04184,0.737,141,22,,-0.189,-0.201
82,House,3415,3,2,MA,100,0,1,"FURCOLO, John Foster",F000431,1911,1995,-0.351,-0.08,-30.33494,0.8,136,14,,-0.327,-0.09
82,House,3682,3,8,MA,200,0,1,"GOODWIN, Angier Louis",G000297,1881,1975,0.349,-0.59,-39.70148,0.771,153,17,,0.293,-0.318
82,House,4371,3,10,MA,200,0,1,"HERTER, Christian Archibald",H000548,1895,1966,0.169,-0.696,-24.90073,0.789,105,11,,0.163,-0.76
82,House,4372,3,1,MA,200,0,1,"HESELTON, John Walter",H000549,1900,1962,0.098,-0.995,-41.63268,0.759,151,19,,0.052,-0.999
82,House,5180,3,11,MA,100,0,1,"KENNEDY, John Fitzgerald",K000107,1917,1963,-0.311,-0.244,-30.63509,0.719,93,11,,-0.242,-0.33
82,House,5447,3,7,MA,100,0,1,"LANE, Thomas Joseph",L000065,1898,1994,-0.298,-0.08,-30.42121,0.815,149,14,,-0.312,-0.167
82,House,6033,3,14,MA,200,0,1,"MARTIN, Joseph William, Jr.",M000191,1884,1968,0.203,-0.56,-41.31593,0.741,138,17,,0.23,-0.232
82,House,6177,3,12,MA,100,0,1,"McCORMACK, John William",M000364,1891,1980,-0.328,-0.047,-21.10343,0.87,151,4,,-0.41,0.231
82,House,6922,3,9,MA,200,0,1,"NICHOLSON, Donald William",N000097,1888,1968,0.368,0.108,-37.13989,0.792,159,19,,0.422,-0.117
82,House,7408,3,3,MA,100,0,1,"PHILBIN, Philip Joseph",P000303,1898,1972,-0.238,-0.079,-54.84416,0.668,136,27,,-0.183,-0.003
82,House,8024,3,5,MA,200,0,1,"ROGERS, Edith Nourse",R000392,1881,1960,0.143,-0.512,-53.90198,0.693,147,26,,0.187,-0.632
82,House,10095,3,13,MA,200,0,1,"WIGGLESWORTH, Richard Bowditch",W000450,1891,1960,0.266,-0.696,-45.57974,0.729,144,19,,0.175,-0.574
82,House,639,23,12,MI,200,0,1,"BENNETT, John Bonifas",B000377,1904,1964,0.121,0.021,-81.51951,0.57,145,43,,0.201,-0.415
82,House,758,23,6,MI,200,0,1,"BLACKNEY, William Wallace",B000515,1876,1963,0.282,-0.367,-36.66155,0.768,139,13,,0.329,-0.21
82,House,2159,23,8,MI,200,0,1,"CRAWFORD, Fred Lewis",C000889,1888,1957,0.451,0.245,-22.40983,0.848,136,10,,0.582,0.049
82,House,2604,23,15,MI,100,0,1,"DINGELL, John David",D000354,1894,1955,-0.422,-0.28,-7.33891,0.929,100,2,,-0.532,0.155
82,House,2653,23,17,MI,200,0,1,"DONDERO, George Anthony",D000411,1883,1968,0.339,-0.148,-35.42406,0.788,149,15,,0.374,-0.293
82,House,3268,23,5,MI,200,0,1,"FORD, Gerald Rudolph, Jr.",F000260,1913,2006,0.281,-0.433,-68.94103,0.637,153,28,,0.16,-0.386
82,House,4487,23,4,MI,200,0,1,"HOFFMAN, Clare Eugene",H000683,1875,1967,0.691,0.232,-25.85279,0.841,149,10,,0.784,-0.031
82,House,5617,23,16,MI,100,0,1,"LESINSKI, John, Jr.",L000252,1914,2005,-0.406,0.217,-10.9547,0.926,143,2,,-0.477,0.082
82,House,5880,23,1,MI,100,0,1,"MACHROWICZ, Thaddeus Michael",M000014,1899,1970,-0.487,-0.082,-17.49293,0.886,144,7,,-0.386,-0.288
82,House,6399,23,2,MI,200,0,1,"MEADER, George",M000620,1907,1994,0.221,-0.161,-56.72662,0.676,145,22,,0.292,-0.654
82,House,6998,23,13,MI,100,0,1,"O'BRIEN, George Donoghue",O000009,1900,1957,-0.367,-0.261,-26.40679,0.838,149,9,,-0.421,0.194
82,House,7551,23,11,MI,200,0,1,"POTTER, Charles Edward",P000460,1916,1979,0.249,-0.438,-29.84625,0.768,113,14,,0.372,-0.327
